Ticker,Name,SECTOR,22년 1분기_PBR,22년 2분기_PBR,22년 3분기_PBR,22년 4분기_PBR,23년 1분기_PBR,23년 2분기_PBR,23년 3분기_PBR,23년 4분기_PBR,24년 1분기_PBR,24년 2분기_PBR,24년 3분기_PBR,24년 4분기_PBR,25년 1분기_PBR,22년 1분기_PER,22년 2분기_PER,22년 3분기_PER,22년 4분기_PER,23년 1분기_PER,23년 2분기_PER,23년 3분기_PER,23년 4분기_PER,24년 1분기_PER,24년 2분기_PER,24년 3분기_PER,24년 4분기_PER,25년 1분기_PER
220260,켐트로스,화학,5.75,4.37,4.4,4.1,4.24,4.43,3.43,2.73,3.32,2.97,2.41,1.83,1.99,176.38,54.44,54.92,51.15,52.88,68.3,52.82,42.15,51.18,65.09,52.8,40.17,43.69
221800,유투바이오,일반서비스,,,,,,,,1.85,1.39,1.2,1.11,0.86,0.93,,,,,,,,4.77,3.58,64.09,59.19,45.89,49.66
221840,하이즈항공,운송장비·부품,1.14,1.46,1.1,0.88,0.99,1.12,1.0,0.93,0.81,0.9,0.79,0.65,0.56,,,,,,,,,,,,,
221980,케이디켐,화학,0.84,0.64,0.63,0.58,0.57,0.54,0.53,0.48,0.49,0.48,0.49,0.46,0.42,9.32,7.09,6.92,6.46,6.32,6.34,6.28,5.71,5.79,9.0,9.27,8.68,7.95
222040,코스맥스엔비티,음식료·담배,2.02,2.17,1.84,1.55,1.66,2.31,2.78,2.86,2.76,2.36,1.93,1.82,1.84,,,,,,,,,,,,,
222080,씨아이에스,기계·장비,13.23,7.86,7.58,6.62,5.66,5.82,5.3,4.73,5.2,3.01,2.64,2.28,2.05,,,,,,68.05,62.0,55.32,60.77,25.98,22.78,19.68,17.69
222110,팬젠,제약,5.97,3.94,3.56,3.25,3.09,3.56,3.32,3.48,3.96,4.89,3.69,4.59,4.42,,,,,,,,,,,,,
222160,NPX,기계·장비,10.69,9.77,2.19,1.67,1.9,1.94,2.29,2.14,2.7,2.75,3.38,3.38,3.38,23.32,21.31,105.91,80.91,92.09,93.82,446.24,417.92,527.83,536.0,,,
222420,쎄노텍,비금속,2.48,2.67,2.67,2.43,2.44,2.48,2.16,1.8,1.56,1.31,1.05,0.89,0.94,,66.79,66.87,60.65,61.06,,,,,,,,
222800,심텍,전기·전자,5.47,4.04,3.1,2.74,2.48,1.58,1.87,1.92,1.75,2.23,1.73,0.94,1.12,24.64,13.09,10.05,8.88,8.01,3.93,4.66,4.78,4.34,,,,
222810,세토피아,금속,4.45,31.05,27.12,25.91,31.26,28.49,25.37,20.04,18.45,12.42,12.27,12.27,2.45,,,,,,,,,,,,,
222980,한국맥널티,음식료·담배,2.05,2.22,1.86,1.56,1.52,1.58,1.46,1.25,1.3,1.46,1.3,1.2,1.17,14.91,42.66,35.75,30.11,29.21,,,,,,,,
223250,드림씨아이에스,일반서비스,0.44,0.45,0.47,0.38,0.42,0.36,0.46,1.88,1.42,1.42,1.66,1.47,1.28,2.96,5.42,5.72,4.55,5.07,3.95,5.02,20.63,15.61,20.54,23.96,21.26,18.55
223310,딥마인드,유통,1.49,2.22,2.22,2.22,2.22,2.11,1.26,1.06,1.03,1.85,2.24,1.52,1.91,,,,,,,,,,,,,
224060,더코디,기계·장비,71.76,102.61,16.26,0.52,0.36,0.41,0.46,0.44,0.42,0.56,0.52,0.45,0.36,,,,,,,,,,,,,
224110,에이텍모빌리티,전기·전자,1.75,1.29,1.35,1.19,1.18,1.24,1.33,1.31,1.41,1.23,1.14,1.24,1.55,32.89,28.39,29.72,26.21,25.91,15.82,16.93,16.76,18.0,11.8,10.88,11.84,14.8
225190,LK삼양,의료·정밀기기,0.63,0.71,0.67,0.59,0.57,0.58,0.55,0.54,0.51,3.07,3.0,4.69,4.05,10.16,2.5,2.34,2.06,1.99,2.59,2.41,2.37,2.25,130.03,127.15,198.59,171.53
225220,제놀루션,제약,1.09,0.74,0.67,0.56,0.6,0.97,0.79,0.72,0.73,0.8,0.73,0.53,0.53,1.69,1.86,1.67,1.41,1.51,6.38,5.2,4.69,4.76,,,,
225430,케이엠제약,화학,1.41,1.36,1.09,0.95,0.97,0.97,0.89,0.79,0.76,0.65,0.62,0.55,0.45,93.66,,,,,,,,,,,,
225570,넥슨게임즈,IT 서비스,8.54,9.95,8.75,6.59,6.8,5.56,4.99,4.17,3.86,3.41,4.98,3.44,3.24,21.45,,,,,187.86,168.76,140.87,130.34,79.31,115.88,80.13,75.4
225590,패션플랫폼,섬유·의류,1.19,0.9,0.7,0.74,0.75,0.57,0.55,0.5,0.44,0.37,0.32,0.32,0.32,44.43,3.35,2.6,2.75,2.8,3.93,3.8,3.46,3.05,4.22,3.74,3.65,3.71
226320,잇츠한불,화학,1.01,1.01,0.76,0.77,0.84,0.75,0.72,0.59,0.57,0.67,0.6,0.54,0.55,,,,,,,,,,72.21,65.44,58.59,60.14
226330,신테카바이오,IT 서비스,4.82,5.87,4.85,4.1,4.52,3.7,5.96,4.92,5.26,4.61,3.25,2.77,3.41,,,,,,,,,,,,,
226340,본느,화학,1.86,2.68,1.97,1.8,2.01,1.64,2.32,2.53,2.5,2.97,2.14,1.29,1.24,,,,,,21.05,29.81,32.46,32.15,,,,
226360,KH 건설,건설,5.51,6.38,4.62,2.81,2.34,3.04,3.05,3.05,3.05,0.45,0.45,0.45,0.45,,,,,,,,,,,,,
226400,오스테오닉,의료·정밀기기,1.78,1.54,1.33,1.29,1.6,2.13,2.69,2.08,2.38,1.72,2.01,2.18,2.84,,,,,,93.45,117.89,91.29,104.16,23.41,27.35,29.54,38.56
226440,한송네오텍,,2.58,2.15,2.15,2.15,2.15,3.91,3.91,3.91,3.91,4.83,4.83,4.83,4.83,,,,,,,,,,,,,
226950,올릭스,일반서비스,9.06,17.47,15.9,15.13,16.53,5.13,4.26,3.6,3.95,4.8,4.76,7.62,11.53,,,,,,,,,,,,,
227100,퀀텀온,부동산,7.54,1.4,1.33,1.16,0.86,1.03,0.95,0.64,0.54,1.27,0.99,0.96,0.58,,,,,,,,,,,,,
227610,아우딘퓨쳐스,화학,1.32,1.76,2.22,3.24,2.59,4.91,5.92,4.53,4.1,2.12,2.14,1.61,1.26,,,,,,,,,,,,,
227840,현대코퍼레이션홀딩스,유통,0.56,0.54,0.49,0.48,0.48,0.45,0.45,0.42,0.43,0.37,0.36,0.35,0.35,5.29,8.45,7.69,7.49,7.58,2.97,2.96,2.78,2.84,3.34,3.25,3.2,3.14
227950,엔투텍,기계·장비,2.08,1.87,1.47,0.81,0.74,1.41,0.92,0.68,0.69,0.61,0.51,0.42,0.39,,,,20.66,18.87,150.82,98.24,72.73,74.24,6.21,5.26,4.32,4.03
228340,동양파일,비금속,0.83,0.75,0.59,0.61,0.57,0.52,0.5,0.43,0.38,0.36,0.33,0.29,0.28,,37.43,29.27,30.29,28.26,13.09,12.48,10.72,9.41,8.87,8.29,7.31,6.85
228670,레이,의료·정밀기기,5.03,2.95,3.16,2.86,3.79,4.55,3.93,2.75,2.38,1.59,1.22,0.88,0.95,41.52,,,,,67.08,57.89,40.54,35.1,,,,
228760,지노믹트리,일반서비스,2.45,2.31,2.2,1.66,1.94,2.56,4.0,3.3,4.15,4.11,3.56,3.29,3.51,,,,,,,,,,,,,
228850,레이언스,의료·정밀기기,1.04,0.9,0.79,0.81,0.93,0.82,0.72,0.65,0.64,0.55,0.5,0.43,0.43,,12.42,10.92,11.25,12.94,8.32,7.35,6.59,6.51,6.77,6.09,5.3,5.29
229000,젠큐릭스,제약,1.42,2.36,1.61,1.11,1.19,5.08,6.12,7.33,6.19,3.02,2.81,1.97,1.8,2.11,,,,,,,,,,,,
229640,LS에코에너지,기타금융,1.77,1.52,1.44,1.5,1.39,1.43,1.82,2.81,4.0,6.14,5.84,5.69,8.02,32.15,15.95,15.09,15.76,14.57,,,,,216.21,205.74,200.67,282.79
230240,에치에프알,전기·전자,5.25,4.51,4.44,4.63,4.55,1.9,1.7,1.47,1.26,1.11,0.82,0.87,1.65,,22.48,22.09,23.08,22.65,4.88,4.36,3.76,3.23,103.92,77.02,81.32,155.26
230360,에코마케팅,일반서비스,3.64,3.59,3.24,2.85,2.7,1.93,1.79,1.72,1.79,1.94,1.57,1.45,1.35,9.91,20.38,18.41,16.22,15.35,9.64,8.94,8.57,8.91,10.83,8.74,8.06,7.49
230980,비유테크놀러지,IT 서비스,3.47,2.43,2.08,1.89,1.66,2.98,3.15,1.77,1.11,1.27,1.27,1.27,1.27,,,,,,,,,,,,,
232140,와이씨,기계·장비,2.2,1.46,1.15,0.93,1.05,1.12,1.11,1.02,1.78,3.68,3.88,2.84,3.0,21.24,9.09,7.16,5.78,6.55,12.67,12.6,11.53,20.21,83.81,88.51,64.84,68.32
232680,라온테크,기계·장비,14.84,11.14,8.63,6.21,6.74,4.71,4.3,4.02,4.05,3.76,3.41,3.0,3.8,78.34,34.97,27.1,19.48,21.17,17.59,16.07,15.0,15.14,45.28,41.13,36.15,45.75
232830,아이티센피엔에스,IT 서비스,,,,,,5.97,5.08,4.58,4.47,2.27,1.83,1.85,2.24,,,,,,21.83,18.59,16.76,16.35,,,,
234080,JW생명과학,제약,1.69,1.64,1.52,1.41,1.41,1.36,1.54,1.4,1.39,1.19,1.12,1.09,1.05,13.25,16.83,15.57,14.48,14.44,12.78,14.44,13.18,13.05,6.73,6.36,6.16,5.93
234100,폴라리스세원,운송장비·부품,1.8,1.25,0.98,0.87,0.94,0.84,0.71,0.68,0.7,0.64,0.53,0.43,0.4,10.12,13.92,10.97,9.68,10.44,49.96,42.49,40.42,41.53,21.88,17.98,14.62,13.52
234300,에스트래픽,IT 서비스,3.53,3.57,3.31,3.36,3.44,1.89,1.89,1.52,1.62,1.15,1.14,1.2,1.14,,,,,,3.78,3.78,3.04,3.25,6.31,6.29,6.58,6.25
234340,헥토파이낸셜,IT 서비스,2.25,1.64,1.46,1.54,1.43,1.17,1.05,1.08,1.38,1.04,1.11,0.95,0.85,21.62,10.46,9.31,9.85,9.12,13.49,12.1,12.51,15.95,12.67,13.61,11.55,10.44
234690,녹십자웰빙,제약,2.0,1.8,1.59,1.41,1.52,1.42,1.28,1.19,1.83,1.69,1.63,1.82,1.58,108.99,23.75,20.96,18.57,20.0,17.0,15.35,14.3,22.01,25.12,24.23,27.02,23.47
234920,자이글,전기·전자,0.93,0.94,0.89,1.45,1.9,6.59,5.57,3.59,2.4,3.03,2.48,1.9,1.56,55.73,,,,,,,,,,,,
235980,메드팩토,일반서비스,12.21,12.28,11.77,9.81,8.58,12.87,7.99,5.61,8.58,4.4,3.44,2.43,1.76,,,,,,,,,,,,,
236200,슈프리마,전기·전자,1.22,1.0,1.01,1.04,1.0,0.88,0.83,0.78,0.93,0.85,0.88,0.82,0.89,18.8,7.4,7.5,7.77,7.43,8.95,8.47,7.94,9.48,7.58,7.84,7.35,7.98
236810,엔비티,일반서비스,4.08,3.74,2.81,2.23,2.69,2.51,3.17,2.84,3.51,3.21,2.1,1.76,1.61,30.37,89.78,67.54,53.49,64.64,,,,,,,,
237690,에스티팜,제약,6.85,5.57,5.53,4.76,4.64,4.63,4.35,3.78,3.85,4.43,4.76,4.56,4.05,,540.16,536.19,461.69,450.43,86.9,81.64,70.9,72.3,86.92,93.39,89.54,79.51
237750,피앤씨테크,전기·전자,0.74,0.74,0.65,0.53,0.56,0.59,0.57,0.52,0.53,0.55,0.47,0.39,0.37,21.12,14.02,12.39,10.11,10.54,13.69,13.2,12.08,12.29,10.87,9.24,7.59,7.21
237820,플레이디,일반서비스,1.32,1.17,0.97,0.87,1.13,0.91,0.91,0.75,1.11,1.04,0.89,0.94,0.98,58.8,29.25,24.25,21.8,28.31,14.57,14.5,11.96,17.68,29.23,25.03,26.55,27.51
237880,클리오,화학,2.25,1.86,1.47,1.41,1.86,2.0,2.0,2.64,2.74,2.94,2.74,1.67,1.55,34.88,33.45,26.33,25.28,33.44,37.31,37.29,49.13,51.08,23.01,21.45,13.09,12.14
238090,앤디포스,화학,1.37,1.12,0.94,0.76,0.73,0.49,0.47,0.66,0.65,0.76,0.83,0.69,0.41,20.67,10.27,8.65,6.97,6.72,,,,,,,,
238120,얼라인드,의료·정밀기기,1.39,1.35,1.25,1.04,1.09,1.06,1.05,1.99,2.11,1.96,1.54,1.39,1.43,45.97,6.57,6.09,5.08,5.33,13.16,12.96,24.71,26.08,18.96,14.94,13.44,13.82
238200,비피도,음식료·담배,1.7,1.45,1.29,1.24,1.36,1.27,1.04,0.85,0.85,0.83,0.74,0.57,0.49,,16.34,14.49,13.91,15.32,43.26,35.45,28.92,28.72,39.63,35.23,27.06,23.67
238490,힘스,기계·장비,1.37,1.22,1.08,0.94,0.96,1.26,1.18,1.12,1.15,0.97,0.8,0.65,0.6,6.18,,,,,,,,,11.71,9.63,7.83,7.28
239340,이스트에이드,IT 서비스,4.98,4.28,3.3,2.77,3.78,3.18,2.66,2.62,2.68,2.84,2.07,1.96,1.72,112.66,26.78,20.6,17.29,23.59,,,,,,,,
239610,에이치엘사이언스,음식료·담배,1.79,1.86,1.46,0.93,0.97,0.91,0.75,0.7,0.76,0.7,0.66,0.71,0.58,8.53,14.58,11.46,7.27,7.6,60.71,49.98,46.81,51.17,,,,
239890,피엔에이치테크,화학,36.14,12.35,7.86,6.97,8.66,7.86,6.64,7.48,6.74,3.46,2.5,1.49,1.49,,64.32,40.94,36.29,45.08,29.53,24.96,28.11,25.33,28.74,20.75,12.36,12.35
240600,유진테크놀로지,금속,,,,,,,,4.13,3.81,1.46,1.24,0.83,0.71,,,,,,,,50.49,46.52,,,,
240810,원익IPS,기계·장비,2.81,2.27,1.69,1.63,1.86,1.74,1.8,1.85,1.81,2.06,1.92,1.44,1.39,18.74,12.51,9.34,9.01,10.27,17.09,17.68,18.11,17.7,,,,
241520,DSC인베스트먼트,금융,2.75,1.85,1.6,1.46,1.5,1.16,0.97,0.85,1.11,0.95,0.79,0.73,1.01,6.62,8.77,7.58,6.92,7.11,6.81,5.67,5.01,6.54,6.83,5.63,5.25,7.24
241560,두산밥캣,기계·장비,0.96,0.87,0.73,0.8,0.87,1.05,1.12,0.89,0.96,0.91,0.73,0.68,0.8,15.89,9.77,8.19,9.0,9.74,8.18,8.75,6.94,7.49,5.88,4.7,4.42,5.19
241590,화승엔터프라이즈,섬유·의류,1.81,1.72,1.4,1.1,1.07,0.89,0.91,0.93,0.86,1.01,0.91,1.04,1.13,23.38,,,,,,,,,,,,
241690,유니테크노,운송장비·부품,2.76,2.18,1.42,1.06,1.06,0.98,0.82,0.76,0.95,0.71,0.84,0.66,0.58,21.12,20.71,13.5,10.09,10.1,23.57,19.69,18.43,22.92,9.77,11.62,9.07,8.02
241710,코스메카코리아,화학,1.16,1.0,0.7,0.59,0.74,1.05,1.95,2.61,2.73,3.18,5.17,4.03,3.03,57.63,16.0,11.15,9.5,11.88,57.75,107.4,143.84,150.45,24.12,39.29,30.61,23.01
241770,메카로,전기·전자,0.94,0.81,0.75,0.73,0.75,0.59,0.61,0.46,0.47,0.52,0.43,0.41,0.49,,14.89,13.8,13.42,13.84,2.6,2.66,2.01,2.04,,,,
241790,티이엠씨씨엔에스,기계·장비,1.92,1.65,1.45,1.61,1.58,1.54,1.56,1.26,1.23,1.08,0.74,0.5,0.51,10.12,10.51,9.26,10.24,10.02,10.13,10.27,8.3,8.1,8.6,5.9,3.96,4.06
241820,피씨엘,제약,3.2,5.47,3.65,2.58,2.49,1.07,3.17,3.98,2.29,1.63,1.83,1.15,0.59,5.75,,,,,,,,,,,,
241840,에이스토리,오락·문화,8.69,4.98,4.93,4.48,4.69,3.27,2.43,2.11,1.9,1.59,1.13,1.1,1.18,,14.09,13.96,12.67,13.27,46.78,34.79,30.21,27.24,20.2,14.35,14.04,14.98
242040,나무기술,IT 서비스,3.22,1.96,1.62,1.61,2.41,2.0,2.11,1.75,2.0,1.76,1.45,1.27,1.18,,,,,,239.03,251.25,209.2,238.38,,,,
243070,휴온스,제약,2.31,1.77,1.57,1.36,1.37,1.35,1.63,1.64,1.52,1.23,1.11,0.97,0.94,9.87,15.35,13.59,11.8,11.89,17.04,20.52,20.65,19.18,7.91,7.14,6.24,6.04
243840,신흥에스이씨,전기·전자,0.6,0.37,0.33,0.3,0.3,0.29,0.28,0.25,0.28,1.35,1.1,0.89,0.65,4.17,3.37,2.97,2.7,2.69,3.95,3.9,3.36,3.9,12.82,10.46,8.4,6.21
244460,올리패스,제약,59.5,82.18,60.83,60.6,60.6,112.8,70.22,54.85,20.96,80.39,96.82,7.3,3.81,,,,,,,,,,,,,
244920,에이플러스에셋,기타금융,1.87,1.54,1.36,1.19,1.09,0.72,0.67,0.65,0.63,0.6,0.61,0.67,0.62,7.55,12.53,11.06,9.63,8.83,2.1,1.93,1.89,1.82,8.86,9.01,9.84,9.12
245620,EDGC,일반서비스,4.49,4.63,3.52,2.63,2.17,4.15,3.92,1.86,1.36,1.29,1.28,1.28,1.28,,,,,,,,,,,,,
246250,에스엘에스바이오,일반서비스,,,,,,,,2.84,2.64,1.36,4.11,2.83,2.02,,,,,,,,6.73,6.26,11.69,35.39,24.35,17.4
246690,TS인베스트먼트,금융,2.18,1.63,1.43,1.11,1.16,0.93,0.8,0.7,0.76,0.63,0.54,0.48,0.54,11.64,10.09,8.85,6.84,7.14,8.02,6.87,6.07,6.57,4.93,4.28,3.75,4.27
246710,티앤알바이오팹,제약,4.77,10.84,8.52,6.65,6.81,7.48,6.55,4.97,4.6,5.06,4.32,4.24,2.67,,,,,,,,,,,,,
246720,아스타,제약,8.03,6.9,5.8,5.4,6.95,17.24,15.74,13.27,10.9,12.89,11.99,9.89,10.51,,,,,,,,,,,,,
246960,SCL사이언스,제약,1.13,1.47,1.2,1.21,1.17,0.85,0.95,0.93,0.92,0.91,0.89,0.82,0.86,,,,,,,,,,,,,
247540,에코프로비엠,전기·전자,4.44,19.97,18.77,17.64,25.38,18.3,23.01,18.66,18.69,15.3,12.63,10.52,8.65,41.47,103.39,97.17,91.3,131.38,88.7,111.51,90.44,90.6,,,,
247660,나노씨엠에스,전기·전자,30.93,4.19,3.98,2.91,2.52,2.15,2.34,1.98,1.57,1.63,1.53,1.15,1.02,,,,,,318.91,346.18,292.99,232.17,,,,
248070,솔루엠,전기·전자,7.97,4.31,3.83,3.35,4.06,4.2,4.87,4.79,4.68,3.0,2.34,2.4,2.23,23.11,84.46,74.98,65.66,79.59,26.25,30.44,29.89,29.21,9.97,7.8,7.99,7.43
248170,샘표식품,음식료·담배,1.05,0.93,0.77,0.68,0.67,0.62,0.6,0.55,0.57,0.59,0.58,0.52,0.5,5.57,8.43,6.99,6.21,6.11,10.7,10.43,9.46,9.87,13.48,13.17,11.79,11.34
249420,일동제약,제약,3.93,7.43,5.69,5.29,3.87,2.77,2.43,2.36,2.26,2.4,2.37,2.1,1.9,,,,,,,,,,,,,
250000,보라티알,유통,1.54,1.47,1.35,1.2,1.21,1.11,1.21,0.93,0.95,0.91,0.81,0.76,0.78,53.74,14.16,13.06,11.57,11.68,4.89,5.36,4.1,4.17,8.06,7.23,6.71,6.95
250060,모비스,IT 서비스,2.97,2.23,2.31,1.87,2.01,3.24,4.08,6.88,5.97,5.23,4.39,4.42,3.9,,,,,,,,,,,,,
250930,예선테크,화학,1.76,1.39,1.21,1.06,0.91,1.01,0.94,0.76,0.75,1.0,0.9,0.72,0.65,38.46,23.25,20.27,17.71,15.35,,,,,,,,
251120,바이오에프디엔씨,제약,11.81,10.92,10.02,7.96,7.96,2.71,2.34,2.14,2.1,2.07,2.23,2.16,2.01,59.41,59.53,54.65,43.37,43.4,34.17,29.57,27.01,26.57,21.69,23.35,22.65,21.1
251270,넷마블,IT 서비스,1.71,1.23,0.92,0.69,0.84,0.91,0.69,0.73,0.9,0.97,0.99,0.9,0.74,28.19,29.57,22.22,16.7,20.33,,,,,,,,
251370,와이엠티,화학,3.02,2.58,1.99,1.97,1.79,1.61,1.57,1.4,1.44,1.56,1.21,1.24,1.4,21.12,30.1,23.21,23.02,20.88,,,,,,,,
251630,브이원텍,기계·장비,1.83,1.41,1.12,0.95,1.18,1.58,1.91,1.48,1.53,1.1,0.72,0.53,0.6,27.21,11.52,9.21,7.81,9.7,,,,,42.5,28.01,20.48,23.21
251970,펌텍코리아,화학,1.19,1.14,1.01,1.01,1.01,1.12,1.47,1.46,1.39,1.65,2.1,1.95,2.35,10.45,12.39,11.07,10.99,10.97,12.31,16.12,16.1,15.25,14.37,18.3,17.0,20.44
252500,세화피앤씨,화학,2.28,1.92,1.48,1.34,1.48,1.24,1.18,1.1,0.98,1.07,1.05,0.95,0.91,15.44,14.1,10.85,9.8,10.84,34.79,32.99,30.73,27.53,15.09,14.78,13.39,12.82
252990,샘씨엔에스,전기·전자,106.81,2.72,2.22,1.84,2.04,2.25,2.56,2.32,2.95,3.64,2.97,2.32,2.31,41.76,22.61,18.51,15.28,17.0,16.74,18.99,17.21,21.95,,,,
253450,스튜디오드래곤,오락·문화,4.23,3.52,3.24,3.19,3.41,2.95,2.33,2.37,2.12,1.82,1.59,1.82,1.86,82.38,61.69,56.8,55.92,59.8,38.5,30.37,30.87,27.64,42.87,37.45,42.85,43.79
253590,네오셈,기계·장비,2.89,2.84,2.42,2.39,2.6,1.92,2.54,2.62,7.45,5.32,5.32,4.87,5.05,15.05,25.53,21.76,21.46,23.32,12.03,15.95,16.46,46.75,51.04,51.05,46.68,48.49
253840,수젠텍,제약,3.87,1.88,2.13,1.64,1.44,1.0,0.85,0.83,0.8,0.76,0.88,0.77,0.89,,4.97,5.63,4.34,3.82,5.03,4.3,4.16,4.04,,,,
254120,자비스,기계·장비,3.77,4.4,3.87,3.91,5.52,6.94,9.63,5.55,5.64,2.59,2.37,1.83,1.7,,,,,,190.97,265.17,152.68,155.18,,,,
254490,미래반도체,유통,,,,,5.22,5.3,4.66,4.01,4.29,3.25,2.51,2.43,2.25,,,,,13.84,19.18,16.88,14.52,15.55,50.82,39.3,38.06,35.16
255220,SG,비금속,0.97,0.89,0.78,0.61,0.59,0.6,0.6,0.6,0.78,1.35,2.39,2.87,2.86,,,,,,14.79,14.97,14.83,19.25,,,,
255440,야스,기계·장비,1.14,1.0,0.72,0.64,0.69,1.02,0.82,0.71,0.89,0.94,0.67,0.76,0.65,15.59,76.48,54.88,49.25,53.18,,,,,,,,
256150,한독크린텍,기계·장비,2.14,1.79,1.64,1.34,1.23,1.23,1.23,1.1,1.12,1.0,0.98,0.92,0.89,9.68,19.71,18.08,14.7,13.5,13.26,13.24,11.85,12.05,10.68,10.49,9.8,9.48
256630,포인트엔지니어링,금속,2.23,2.24,1.8,1.48,1.56,1.5,1.37,1.18,1.01,1.44,1.05,0.99,0.96,19.64,43.3,34.88,28.73,30.12,146.61,133.5,115.65,98.51,,,,
256840,한국비엔씨,제약,27.31,10.44,10.45,5.63,4.75,1.38,1.36,1.21,1.78,1.85,1.91,1.45,1.35,668.05,,,,,,,,,15.02,15.53,11.8,11.02
256940,킵스파마,기계·장비,3.23,2.26,1.81,1.87,2.7,3.71,3.19,2.21,2.26,2.11,1.91,1.76,2.6,,,,,,,,,,30.61,27.78,25.6,37.79
257370,피엔티엠에스,기계·장비,2.33,3.02,3.02,3.02,3.02,4.7,4.7,4.7,4.7,4.72,4.72,2.23,1.61,,,,,,,,,,,,,
257720,실리콘투,유통,0.71,0.32,2.19,1.62,2.14,2.98,5.01,5.24,5.68,13.09,19.3,15.02,13.23,4.36,4.49,30.68,22.74,30.01,25.68,43.16,45.14,48.89,46.37,68.36,53.19,46.87
258610,케일럼,금속,1.57,1.47,1.37,1.16,0.93,1.82,1.7,1.82,1.83,3.38,2.47,2.02,2.03,,,,,,,,,,,,,
258790,소프트캠프,IT 서비스,4.02,3.25,2.68,2.32,2.94,2.56,2.3,2.14,2.08,2.72,2.29,1.98,1.99,33.58,,,,,48.19,43.27,40.38,39.11,,,,
258830,세종메디칼,의료·정밀기기,3.99,2.84,3.57,2.4,2.03,6.37,2.86,2.6,1.25,1.32,1.32,1.32,1.32,378.08,,,,,,,,,,,,
259630,엠플러스,기계·장비,4.35,4.0,3.54,2.79,2.39,2.61,3.19,2.63,2.45,1.77,1.8,1.41,1.27,40.88,,,,,,,,,6.59,6.7,5.25,4.73
259960,크래프톤,IT 서비스,10.73,2.63,2.44,1.96,1.76,1.79,1.52,1.71,2.02,2.14,2.56,2.69,2.85,22.11,21.55,19.95,16.04,14.38,18.27,15.53,17.48,20.6,20.05,24.03,25.23,26.7
260660,알리코제약,제약,1.52,1.31,1.15,1.09,1.25,1.1,1.03,1.0,0.92,0.85,0.77,0.62,0.69,13.78,21.72,19.06,18.01,20.68,12.08,11.31,11.03,10.18,24.67,22.54,17.92,19.99
260930,씨티케이,화학,1.23,1.07,0.83,0.63,0.68,0.72,0.77,0.65,0.64,0.73,0.73,0.66,0.55,,,,,,,,,,16.64,16.61,15.01,12.7
260970,에스앤디,음식료·담배,1.65,1.18,1.13,1.0,0.95,0.83,0.74,0.8,1.06,1.6,1.69,1.64,2.62,7.57,8.59,8.26,7.27,6.92,6.62,5.88,6.31,8.42,11.97,12.61,12.23,19.57
261200,덴티스,의료·정밀기기,5.09,3.99,3.96,3.47,3.87,5.07,5.53,4.24,4.45,2.47,2.24,1.81,1.78,,205.03,203.4,178.27,198.74,122.11,133.27,102.31,107.16,34.24,31.03,25.11,24.6
261780,차백신연구소,일반서비스,127.54,5.24,4.54,3.38,3.54,4.43,4.28,4.1,4.11,3.63,3.37,2.77,2.3,,,,,,,,,,,,,
262260,에이프로,전기·전자,4.19,3.59,3.17,3.6,2.99,4.03,4.18,3.18,3.1,2.24,1.68,1.26,1.03,219.63,,,,,,,,,13.01,9.76,7.3,5.96
262840,아이퀘스트,IT 서비스,2.2,0.9,0.91,0.73,0.8,0.71,0.65,0.56,0.62,1.14,0.85,0.85,0.89,6.43,10.44,10.56,8.55,9.37,10.73,9.84,8.47,9.42,16.46,12.23,12.3,12.83
263020,디케이앤디,화학,1.23,1.0,0.93,0.9,0.89,0.85,0.78,0.68,0.71,0.65,0.74,0.77,0.7,18.14,,,,,7.38,6.76,5.91,6.13,6.27,7.11,7.38,6.73
263050,유틸렉스,제약,3.29,2.23,2.64,2.93,2.34,2.11,1.51,1.14,1.2,1.32,1.62,1.31,1.13,,,,,,,,,,,,,
263540,어스앤에어로스페이스,,2.52,8.59,8.59,8.59,15.74,5.73,5.73,5.73,5.73,,,,,,,,,,57.21,57.21,57.21,57.21,,,,
263600,덕우전자,전기·전자,1.36,1.23,1.12,1.11,1.52,1.7,1.38,1.14,1.26,1.29,1.02,0.87,0.77,12.85,29.21,26.66,26.43,36.15,14.03,11.33,9.37,10.38,,,,
263690,디알젬,의료·정밀기기,2.15,1.74,1.66,1.82,1.97,1.67,1.66,1.58,1.56,1.32,1.14,0.89,0.78,5.58,8.56,8.16,8.95,9.71,8.54,8.47,8.07,7.99,11.41,9.81,7.66,6.74
263700,케어랩스,일반서비스,1.51,1.34,1.06,1.27,1.32,1.51,1.18,0.92,1.04,1.14,0.98,0.77,0.69,29.78,108.77,86.29,103.66,107.78,,,,,,,,
263720,디앤씨미디어,오락·문화,7.74,4.82,3.58,2.85,4.05,3.06,3.09,3.63,4.53,4.01,3.25,2.9,2.88,36.86,21.31,15.79,12.61,17.91,36.81,37.18,43.73,54.58,79.04,64.02,57.13,56.79
263750,펄어비스,IT 서비스,10.64,6.08,4.61,3.68,3.77,4.15,4.55,3.79,2.86,3.09,3.46,3.06,2.59,62.62,73.51,55.71,44.42,45.6,,,,,147.13,164.82,145.57,123.36
